catalog_id,fid,original_validation,smiles,hasTertiaryAmine,nHBD,nHBA,cLogP,nHeteroAtoms,RingCount,nRotatableBonds,nAromaticBonds,nAcidicGroup,nBasicGroup,AtomicPolarizability,MolWt,TPSA,MaxTrainSimilarity,ClosestTrainSmiles,ClosestTrainIdentifier,FpClusterId,PhysChemClusterId
Z3433406702,,,C#CCCC1(CCNC(=O)c2nc(C3CC3)n(-c3ccccc3)n2)N=N1,0,1.0,6.0,2.84,7.0,4.0,8.0,11.0,0.0,0.0,54.18,348.41,84.53,0.57,C#CCCC1(CCNC(=O)c2nc(-c3ccccc3)oc2C2CC2)N=N1,C362,5.0,8.0
Z3433406704,,,C#CCCC1(CCNC(=O)CNC(=O)c2ccc3c(c2)CCC3)N=N1,0,2.0,4.0,1.99,6.0,3.0,8.0,6.0,0.0,0.0,54.11,338.41,82.92,0.64,C#CCCC1(CCNC(=O)CNC(=O)c2cc(F)cc(F)c2)N=N1,C065,12.0,13.0
Z3433406715,,,C#CCCC1(CCNC(=O)COc2nn(C)c3nc(C)cc(C)c23)N=N1,0,1.0,7.0,2.05,8.0,3.0,8.0,10.0,0.0,0.0,54.55,354.41,93.76,0.49,C#CCCC1(CCNC(=O)COc2ccc3c(c2)CCCC3)N=N1,C201,8.0,6.0
Z3433406728,,,C#CCCC1(CCNC(=O)c2ccc(CN3CCNC(=O)C3)cc2)N=N1,1,2.0,5.0,1.31,7.0,3.0,8.0,6.0,0.0,1.0,55.88,353.43,86.16,0.62,C#CCCC1(CCNC(=O)c2cccc(S(=O)(=O)N3CCNC(=O)C3)c2)N=N1,C084,12.0,13.0
Z3433406735,,,C#CCCC1(CCNC(=O)c2ncoc2-c2cnn(C)c2)N=N1,0,1.0,7.0,1.77,8.0,3.0,7.0,10.0,0.0,0.0,45.27,312.33,97.67,0.71,C#CCCC1(CCNC(=O)c2ncoc2-c2ccc(C)cc2)N=N1,C390,5.0,10.0
Z3433406736,,,C#CCCC1(CCNC(=O)C2(N(C)C)CCOc3ccccc32)N=N1,1,1.0,5.0,2.31,6.0,3.0,7.0,6.0,0.0,1.0,55.45,340.43,66.29,0.56,C#CCCC1(CCNC(=O)C2(c3ccccc3C#N)CCC2)N=N1,C011,8.0,4.0
Z3433406765,,,C#CCCC1(CCNC(=O)CCN2Cc3ccccc3C2=O)N=N1,0,1.0,4.0,2.11,6.0,3.0,8.0,6.0,0.0,0.0,51.02,324.38,74.13,0.51,C#CCCC1(CCNC(=O)CCn2c(C)c(C)sc2=O)N=N1,C111,8.0,4.0
Z3433406784,,,C#CCCC1(CCNC(=O)c2ccc3c(c2)S(=O)(=O)Nc2ncnn2-3)N=N1,0,2.0,8.0,1.08,11.0,4.0,6.0,11.0,0.0,0.0,51.17,385.41,130.7,0.50,C#CCCC1(CCNC(=O)c2ncnn3cccc23)N=N1,C378,12.0,10.0
Z3433406795,,,C#CCCC1(CCNC(=O)c2ccc3c(c2)CCN3C(=O)CNC(C)=O)N=N1,0,2.0,5.0,1.41,8.0,3.0,8.0,6.0,0.0,0.0,58.44,381.44,103.23,0.47,C#CCCC1(CCNC(=O)c2ccc(C3(OC)COC3)cc2)N=N1,C215,12.0,7.0
Z3433406807,,,C#CCCC1(CCNC(=O)c2c[nH]c3nc(C)nn3c2=O)N=N1,0,2.0,7.0,0.42,9.0,3.0,6.0,10.0,0.0,0.0,43.95,313.32,116.87,0.52,C#CCCC1(CCNC(=O)c2c[nH]c(C(C)(C)C)n2)N=N1,C400,5.0,10.0
Z3433406861,,,C#CCCC1(CCNC(=O)c2cn3nc(C)sc3n2)N=N1,0,1.0,7.0,1.79,8.0,3.0,6.0,9.0,0.0,0.0,42.52,302.36,84.01,0.53,C#CCCC1(CCNC(=O)c2c[nH]c(C(C)(C)C)n2)N=N1,C400,5.0,6.0
Z3433406877,,,C#CCCC1(CCNC(=O)c2cncc(-c3nnn[nH]3)c2)N=N1,0,2.0,7.0,0.96,9.0,3.0,7.0,11.0,2.0,0.0,43.58,310.32,121.17,0.59,C#CCCC1(CCNC(=O)c2cncc(COC)c2)N=N1,C176,12.0,10.0
Z3433406919,,,C#CCCC1(CCNC(=O)c2cc(-c3ccccn3)n[nH]2)N=N1,0,2.0,5.0,2.17,7.0,3.0,7.0,11.0,0.0,0.0,46.23,308.35,95.39,0.56,C#CCCC1(CCNC(=O)c2ccc(Cc3ccccc3)[nH]2)N=N1,C112,5.0,6.0
Z3433406925,,,C#CCCC1(CCNC(=O)Cn2ncn3cccc3c2=O)N=N1,0,1.0,7.0,0.58,8.0,3.0,7.0,10.0,0.0,0.0,45.27,312.33,93.12,0.53,C#CCCC1(CCNC(=O)c2ncnn3cccc23)N=N1,C378,8.0,10.0
Z3433406968,,,C#CCCC1(CCNC(=O)CCn2ccc3cccnc32)N=N1,0,1.0,5.0,2.51,6.0,3.0,8.0,10.0,0.0,0.0,48.89,309.37,71.64,0.56,C#CCCC1(CCNC(=O)C(C)Cn2ccc3ccccc32)N=N1,C035,8.0,6.0
Z3433406991,,,C#CCCC1(CCNC(=O)c2cn(C)nc2-c2ccccc2OC)N=N1,0,1.0,6.0,2.79,7.0,3.0,8.0,11.0,0.0,0.0,54.55,351.41,80.87,0.63,C#CCCC1(CCNC(=O)c2nnc(-c3ccccc3OC)[nH]2)N=N1,C313,5.0,6.0
Z3433407009,,,C#CCCC1(CCNC(=O)c2ccc(NC(=O)N3CCCCC3)c(F)c2)N=N1,0,2.0,4.0,3.54,8.0,3.0,7.0,6.0,0.0,0.0,58.86,385.44,86.16,0.51,C#CCCC1(CCNC(=O)c2cc(NC(=O)C(C)C)c(F)cc2F)N=N1,C262,12.0,2.0
Z3433407016,PC-V069-F,promiscuity,C#CCCC1(CCNC(=O)c2ccc(CC3CC(=O)NC3=O)cc2)N=N1,0,2.0,5.0,1.59,7.0,3.0,8.0,6.0,0.0,0.0,53.58,352.39,99.99,0.56,C#CCCC1(CCNC(=O)c2ccc(-c3noc(=O)[nH]3)cc2)N=N1,C406,12.0,13.0
Z3433407075,,,C#CCCC1(CCNC(=O)c2cc3nc(C)sc3[nH]2)N=N1,0,2.0,5.0,2.63,7.0,3.0,6.0,9.0,0.0,0.0,43.84,301.38,82.5,0.51,C#CCCC1(CCNC(=O)c2cc(F)cc3nc(C)c(C)nc23)N=N1,C249,5.0,6.0
Z3433407089,,,C#CCCC1(CCNC(=O)c2ccc(OC3CCN(C)CC3)cc2)N=N1,1,1.0,5.0,2.86,6.0,3.0,8.0,6.0,0.0,1.0,58.54,354.45,66.29,0.55,C#CCCC1(CCNC(=O)c2ccc(C3(OC)COC3)cc2)N=N1,C215,12.0,4.0
Z3433407091,,,C#CCCC1(CCNC(=O)Cn2c(-c3scnc3C)nc3ccccc32)N=N1,0,1.0,7.0,3.55,8.0,4.0,8.0,15.0,0.0,0.0,58.84,392.49,84.53,0.55,C#CCCC1(CCNC(=O)Cn2c(C)nc3cc(F)c(F)cc32)N=N1,C367,8.0,5.0
Z3433407095,,,C#CCCC1(CCNC(=O)C(C)NC(=O)c2cc3c(C)nn(C)c3s2)N=N1,0,2.0,7.0,2.14,9.0,3.0,8.0,9.0,0.0,0.0,57.45,386.48,100.74,0.66,C#CCCC1(CCNC(=O)c2cc3c(C(F)F)nn(C)c3s2)N=N1,C263,5.0,7.0
Z3433407100,,,C#CCCC1(CCNC(=O)CN(C)C(=O)c2cnc3cc(C)nn3c2C)N=N1,0,1.0,7.0,1.50,9.0,3.0,8.0,10.0,0.0,0.0,58.08,381.44,104.32,0.46,C#CCCC1(CCNC(=O)C(c2cncn2C)N(C)C)N=N1,C150,8.0,10.0
Z3433407101,,,C#CCCC1(CCNC(=O)c2cn(-c3nc(C)cc(C)n3)nc2C)N=N1,0,1.0,7.0,2.28,8.0,3.0,7.0,11.0,0.0,0.0,54.18,351.41,97.42,0.56,C#CCCC1(CCNC(=O)c2cc(C)nc3onc(-c4c(C)nn(C)c4C)c23)N=N1,C328,5.0,6.0
Z3433407108,,,C#CCCC1(CCNC(=O)c2ncoc2-c2ccc3c(c2)OCCO3)N=N1,0,1.0,7.0,2.81,8.0,4.0,7.0,11.0,0.0,0.0,53.05,366.38,98.31,0.74,C#CCCC1(CCNC(=O)c2ncoc2-c2ccc(C)cc2)N=N1,C390,5.0,8.0
Z3433407117,,,C#CCCC1(CCNC(=O)C2CCN(C(=O)c3ccccn3)CC2)N=N1,0,1.0,5.0,2.02,7.0,3.0,7.0,6.0,0.0,0.0,55.88,353.43,87.02,0.54,C#CCCC1(CCNC(=O)C2CCN(Cc3ccccc3)CC2(F)F)N=N1,C029,3.0,13.0
Z3433407163,,,C#CCCC1(CCNC(=O)c2cc3ccncc3c(=O)[nH]2)N=N1,0,2.0,5.0,1.62,7.0,3.0,6.0,11.0,0.0,0.0,45.27,309.33,99.57,0.51,C#CCCC1(CCNC(=O)c2ccc(Cc3ccccc3)[nH]2)N=N1,C112,5.0,10.0
Z3433407176,,,C#CCCC1(CCNC(=O)Cc2ccc3oc(=O)[nH]c3c2)N=N1,0,2.0,5.0,1.75,7.0,3.0,7.0,10.0,0.0,0.0,45.63,312.33,99.82,0.54,C#CCCC1(CCNC(=O)Cc2ccc(-n3cccc3)cc2)N=N1,C072,8.0,10.0
Z3433407203,,,C#CCCC1(CCNC(=O)c2ccn(-c3ccc(C(F)(F)F)cn3)n2)N=N1,0,1.0,6.0,2.98,10.0,3.0,7.0,11.0,0.0,0.0,48.99,376.34,84.53,0.49,C#CCCC1(CCNC(=O)c2nc(C(F)(F)F)n3ccccc23)N=N1,C363,5.0,8.0
Z3433407253,,,C#CCCC1(CCNC(=O)CC2=NN(c3ccccc3)C(=O)C2)N=N1,0,1.0,5.0,2.25,7.0,3.0,8.0,6.0,0.0,0.0,51.45,337.38,86.49,0.81,C#CCCC1(CCNC(=O)CC2=NN(c3cccc(Cl)c3)C(=O)C2)N=N1,C251,8.0,4.0
Z3433407261,,,C#CCCC1(CCNC(=O)c2ccccc2NC(=O)c2nc[nH]n2)N=N1,0,3.0,6.0,1.75,9.0,3.0,8.0,11.0,0.0,0.0,50.56,351.37,124.49,0.66,C#CCCC1(CCNC(=O)c2ccccc2NC(=O)CC#N)N=N1,C272,5.0,10.0
Z3433407265,,,C#CCCC1(CCNC(=O)C(c2cnn(C)c2)N2CCOCC2)N=N1,1,1.0,7.0,0.88,8.0,3.0,8.0,5.0,0.0,1.0,54.13,344.42,84.11,0.48,C#CCCC1(CCNC(=O)C(C)Cc2ccc3c(c2)OCO3)N=N1,C405,8.0,3.0
Z3433407278,,,C#CCCC1(CCNC(=O)c2ccn3cc(-c4cnn(C)c4)nc3c2)N=N1,0,1.0,7.0,2.43,8.0,4.0,7.0,15.0,0.0,0.0,54.61,361.41,88.94,0.48,C#CCCC1(CCNC(=O)c2cccc(-c3cnc4[nH]c(=O)n(C)c4c3)c2)N=N1,C338,12.0,8.0
Z3433407280,,,C#CCCC1(CCNC(=O)c2nc(CN3CCOCC3)cs2)N=N1,1,1.0,7.0,1.67,8.0,3.0,8.0,5.0,0.0,1.0,52.17,347.44,79.18,0.52,C#CCCC1(CCNC(=O)Cc2csc(-c3ccoc3)n2)N=N1,C071,5.0,13.0
Z3433407297,,,C#CCCC1(CCNC(=O)C2CCN(c3cncc4nnnn34)CC2)N=N1,0,1.0,9.0,0.82,10.0,4.0,7.0,10.0,2.0,0.0,54.62,367.42,113.03,0.52,C#CCCC1(CCNC(=O)C2CCN(S(=O)(=O)c3cnn(CC)c3)CC2)N=N1,C379,3.0,10.0
Z3433407298,,,C#CCCC1(CCNC(=O)c2cnn(-c3cncc4nnnn34)c2)N=N1,0,1.0,10.0,0.40,11.0,4.0,7.0,15.0,2.0,0.0,47.54,350.35,127.61,0.55,C#CCCC1(CCNC(=O)c2cnn(-c3nc(CC)cs3)c2)N=N1,C348,12.0,10.0
Z3433407301,,,C#CCCC1(CCNC(=O)c2cc(C)n(-c3cnn(C)c3)c2C)N=N1,0,1.0,6.0,2.52,7.0,3.0,7.0,10.0,0.0,0.0,53.75,338.42,76.57,0.67,C#CCCC1(CCNC(=O)c2cc(C)n(-c3ncccn3)c2C)N=N1,C320,5.0,6.0
Z3433407312,,,C#CCCC1(CCNC(=O)c2c[nH]c(=O)n(-c3ccccc3)c2=O)N=N1,0,2.0,6.0,1.22,8.0,3.0,7.0,12.0,0.0,0.0,50.92,351.37,108.68,0.53,C#CCCC1(CCNC(=O)c2cccc3c2C(C)(C)C(C)=N3)N=N1,C373,5.0,10.0
Z3433407314,,,C#CCCC1(CCNC(=O)C2CS(=O)(=O)CN2C(C)=O)N=N1,0,1.0,6.0,-0.33,9.0,2.0,6.0,0.0,0.0,0.0,45.39,326.38,108.27,0.54,C#CCCC1(CCNC(=O)C2C3CCN(CC3)S2(=O)=O)N=N1,C256,3.0,11.0
Z3433407332,,,C#CCCC1(CCNC(=O)c2ccc3nnc(C4CC4)n3c2)N=N1,0,1.0,6.0,2.30,7.0,4.0,7.0,10.0,0.0,0.0,49.32,322.37,84.01,0.70,C#CCCC1(CCNC(=O)c2ccc3nnc(C(F)F)n3c2)N=N1,C188,12.0,6.0
Z3433407336,,,C#CCCC1(CCNC(=O)CN2CC(=O)N(c3cccc(Cl)c3)C2=O)N=N1,0,1.0,5.0,2.19,9.0,3.0,8.0,6.0,0.0,0.0,53.77,387.83,94.44,0.63,C#CCCC1(CCNC(=O)CC2=NN(c3cccc(Cl)c3)C(=O)C2)N=N1,C251,8.0,7.0
Z3433407361,,,C#CCCC1(CCNC(=O)CCc2ccc3c(c2)NC(=O)CO3)N=N1,0,2.0,5.0,2.03,7.0,3.0,8.0,6.0,0.0,0.0,51.82,340.38,92.15,0.52,C#CCCC1(CCC(=O)Nc2cnc3c(c2)OCC(=O)N3)N=N1,C174,8.0,13.0
Z3433407375,,,C#CCCC1(CCNC(=O)c2cnc(-c3ccncn3)[nH]c2=O)N=N1,0,2.0,7.0,0.92,9.0,3.0,7.0,12.0,0.0,0.0,47.47,337.34,125.35,0.53,C#CCCC1(CCNC(=O)c2ccnc3nccnc23)N=N1,C027,5.0,10.0
Z3433407378,,,C#CCCC1(CCNC(=O)c2nc(C(F)(F)F)n3ccncc23)N=N1,0,1.0,6.0,2.44,10.0,3.0,6.0,10.0,0.0,0.0,44.14,350.3,84.01,0.75,C#CCCC1(CCNC(=O)c2nc(C(F)(F)F)n3ccccc23)N=N1,C363,5.0,6.0
Z3433407379,,,C#CCCC1(CCNC(=O)c2cn[nH]c2-c2ccc3c(c2)OCO3)N=N1,0,2.0,6.0,2.50,8.0,4.0,7.0,11.0,0.0,0.0,50.92,351.37,100.96,0.57,C#CCCC1(CCNC(=O)C(C)Cc2ccc3c(c2)OCO3)N=N1,C405,5.0,6.0
Z3433407399,,,C#CCCC1(CCNC(=O)c2cncc3[nH]nc(C(C)C)c23)N=N1,0,2.0,5.0,2.78,7.0,3.0,7.0,10.0,0.0,0.0,50.66,324.39,95.39,0.52,C#CCCC1(CCNC(=O)c2n[nH]c(C(F)(F)F)c2C(C)C)N=N1,C100,5.0,6.0
Z3433407460,,,C#CCCC1(CCNC(=O)Cn2cc(-c3ccccc3)cn2)N=N1,0,1.0,5.0,2.63,6.0,3.0,8.0,11.0,0.0,0.0,50.65,321.38,71.64,0.54,C#CCCC1(CCNC(=O)CS(=O)(=O)c2ccccc2Cl)N=N1,C260,8.0,6.0
Z3433407482,,,C#CCCC1(CCNC(=O)Cn2ccc3c(=O)n(C)c(=O)n(C)c32)N=N1,0,1.0,8.0,0.12,9.0,3.0,7.0,10.0,0.0,0.0,52.26,356.39,102.75,0.53,C#CCCC1(CCNC(=O)CN2C(=O)NC(C)(c3ccc(C)cc3)C2=O)N=N1,C122,8.0,10.0
Z3433407506,,,C#CCCC1(CCNC(=O)c2ccc3c(c2)S(=O)(=O)NC(=O)N3)N=N1,0,3.0,6.0,1.21,10.0,3.0,6.0,6.0,0.0,0.0,48.01,361.38,129.09,0.53,C#CCCC1(CCNC(=O)c2ccc(-c3noc(=O)[nH]3)cc2)N=N1,C406,12.0,3.0
Z3433407520,,,C#CCCC1(CCNC(=O)c2ccc(=O)n(-c3cnn(C)c3)c2)N=N1,0,1.0,7.0,1.27,8.0,3.0,7.0,11.0,0.0,0.0,50.13,338.37,93.64,0.51,C#CCCC1(CCNC(=O)c2ccc3nnc(C(F)F)n3c2)N=N1,C188,12.0,10.0
Z3433407531,,,C#CCCC1(CCNC(=O)CCc2c(C)nc3nnnn3c2C)N=N1,0,1.0,8.0,1.15,9.0,3.0,8.0,10.0,2.0,0.0,51.1,340.39,109.79,0.49,C#CCCC1(CCNC(=O)CCc2c[nH]c3cccc(C)c23)N=N1,C169,8.0,10.0
Z3433407535,,,C#CCCC1(CCNC(=O)c2cnc(COC)[nH]c2=O)N=N1,0,2.0,6.0,0.61,8.0,2.0,8.0,6.0,0.0,0.0,43.88,303.32,108.8,0.57,C#CCCC1(CCNC(=O)c2cncc(COC)c2)N=N1,C176,5.0,3.0
Z3433407544,,,C#CCCC1(CCNC(=O)C(C)n2ccnc2-c2ccccc2)N=N1,0,1.0,5.0,3.19,6.0,3.0,8.0,11.0,0.0,0.0,53.74,335.41,71.64,0.55,C#CCCC1(CCNC(=O)C(C)Cn2ccc3ccccc32)N=N1,C035,8.0,1.0
Z3433407552,,,C#CCCC1(CCNC(=O)C[C@@H]2NC(=O)c3ccccc3NC2=O)N=N1,0,3.0,5.0,1.21,8.0,3.0,7.0,6.0,0.0,0.0,52.26,353.38,112.02,0.48,C#CCCC1(CCNC(=O)CC2CS(=O)(=O)c3ccccc3O2)N=N1,C185,8.0,3.0
Z3433407561,,,C#CCCC1(CCNC(=O)Cc2sc(N3CCOCC3)nc2C)N=N1,0,1.0,7.0,1.91,8.0,3.0,8.0,5.0,0.0,0.0,55.26,361.47,79.18,0.57,C#CCCC1(CCNC(=O)Cc2sc(-c3ccn[nH]3)nc2C)N=N1,C347,8.0,7.0
Z3433407573,,,C#CCCC1(CCNC(=O)CCc2cncc(Br)c2)N=N1,0,1.0,4.0,2.86,6.0,2.0,8.0,6.0,0.0,0.0,45.99,349.23,66.71,0.52,C#CCCC1(CCNC(=O)c2cncc(COC)c2)N=N1,C176,8.0,4.0
Z3433407579,,,C#CCCC1(CCNC(=O)c2ccc3c(N(C)C)ncnc3c2)N=N1,0,1.0,6.0,2.39,7.0,3.0,7.0,11.0,0.0,0.0,52.42,336.4,82.84,0.52,C#CCCC1(CCNC(=O)c2ccc(C3(OC)COC3)cc2)N=N1,C215,12.0,6.0
Z3433407601,,,C#CCCC1(CCNC(=O)c2cc(S(=O)(=O)C3CCCC3)ccc2F)N=N1,0,1.0,5.0,3.24,8.0,3.0,8.0,6.0,0.0,0.0,57.27,391.47,87.96,0.51,C#CCCC1(CCNC(=O)c2cc(NC(=O)C(C)C)c(F)cc2F)N=N1,C262,5.0,2.0
Z3433407609,,,C#CCCC1(CCNC(=O)CNC(=O)c2cccc3[nH]ccc23)N=N1,0,3.0,4.0,1.98,7.0,3.0,8.0,10.0,0.0,0.0,51.45,337.38,98.71,0.57,C#CCCC1(CCNC(=O)CNC(=O)c2cc(F)cc(F)c2)N=N1,C065,8.0,6.0
Z3433407611,,,C#CCCC1(CCNC(=O)c2c[nH]cc2-c2csc(C)n2)N=N1,0,2.0,5.0,3.14,7.0,3.0,7.0,10.0,0.0,0.0,48.7,327.41,82.5,0.61,C#CCCC1(CCNC(=O)c2c[nH]cc2-c2ccc(Cl)s2)N=N1,C388,5.0,6.0
Z3433407622,,,C#CCCC1(CCNC(=O)c2ccc3nc(COC)sc3c2)N=N1,0,1.0,6.0,3.14,7.0,3.0,8.0,10.0,0.0,0.0,50.83,342.42,75.94,0.60,C#CCCC1(CCNC(=O)c2cncc(COC)c2)N=N1,C176,12.0,6.0
Z3433407653,,,C#CCCC1(CCNC(=O)c2cccc(Cc3cnc(C)s3)c2)N=N1,0,1.0,5.0,3.74,6.0,3.0,8.0,11.0,0.0,0.0,54.88,352.46,66.71,0.53,C#CCCC1(CCNC(=O)c2cnc3sc(Cc4ccccc4)cn3c2=O)N=N1,C232,12.0,1.0
Z3433407654,,,C#CCCC1(CCNC(=O)C2CCN(C(=O)Cc3c(C)nn(C)c3C)CC2)N=N1,0,1.0,6.0,1.90,8.0,3.0,8.0,5.0,0.0,0.0,65.17,398.51,91.95,0.51,C#CCCC1(CCNC(=O)C2CCN(S(=O)(=O)c3cnn(CC)c3)CC2)N=N1,C379,3.0,7.0
Z3433407660,,,C#CCCC1(CCNC(=O)c2cccc(NC(=O)N3CCC(OC)CC3)c2)N=N1,0,2.0,5.0,3.02,8.0,3.0,8.0,6.0,0.0,0.0,62.87,397.48,95.39,0.49,C#CCCC1(CCNC(=O)c2cccc(S(=O)(=O)N3CCNC(=O)C3)c2)N=N1,C084,12.0,2.0
Z3433407684,,,C#CCCC1(CCNC(=O)c2cn(C)nc2-c2nccs2)N=N1,0,1.0,7.0,2.24,8.0,3.0,7.0,10.0,0.0,0.0,47.37,328.4,84.53,0.54,C#CCCC1(CCNC(=O)c2ccnc3nccnc23)N=N1,C027,5.0,6.0
Z3433407690,,,C#CCCC1(CCNC(=O)c2c[nH]cc2-c2scnc2C)N=N1,0,2.0,5.0,3.14,7.0,3.0,7.0,10.0,0.0,0.0,48.7,327.41,82.5,0.61,C#CCCC1(CCNC(=O)c2c[nH]cc2-c2ccc(Cl)s2)N=N1,C388,5.0,6.0
Z3433407697,,,C#CCCC1(CCNC(=O)C2CCN(c3ccc(=O)[nH]n3)CC2)N=N1,0,2.0,6.0,1.07,8.0,3.0,7.0,6.0,0.0,0.0,52.79,342.4,102.81,0.53,C#CCCC1(CCNC(=O)C2CCN(c3ccc(C)cc3)C2=O)N=N1,C408,3.0,3.0
Z3433407700,,,C#CCCC1(CCNC(=O)c2cn(C(C)C)c(=O)c3ccccc23)N=N1,0,1.0,5.0,3.28,6.0,3.0,7.0,11.0,0.0,0.0,55.87,350.42,75.82,0.55,C#CCCC1(CCNC(=O)c2cnc3sc(Cc4ccccc4)cn3c2=O)N=N1,C232,5.0,1.0
Z3433407757,,,C#CCCC1(CCNC(=O)c2cc3cccnc3c(=O)[nH]2)N=N1,0,2.0,5.0,1.62,7.0,3.0,6.0,11.0,0.0,0.0,45.27,309.33,99.57,0.54,C#CCCC1(CCNC(=O)c2ccc(Cc3ccccc3)[nH]2)N=N1,C112,5.0,10.0
Z3433407814,,,C#CCCC1(CCNC(=O)Cc2cc3ccccc3c(=O)o2)N=N1,0,1.0,5.0,2.42,6.0,3.0,7.0,11.0,0.0,0.0,48.72,323.35,84.03,0.52,C#CCCC1(CCNC(=O)Cc2ccc(-n3cccc3)cc2)N=N1,C072,8.0,6.0
Z3433407816,,,C#CCCC1(CCNC(=O)c2ccc3c(c2)C=CS3(=O)=O)N=N1,0,1.0,5.0,2.14,7.0,3.0,6.0,6.0,0.0,0.0,46.77,329.38,87.96,0.51,C#CCCC1(CCNC(=O)c2cncc(COC)c2)N=N1,C176,12.0,13.0
Z3433407817,,,C#CCCC1(CCNC(=O)c2ccc3c(c2)CCS3(=O)=O)N=N1,0,1.0,5.0,1.71,7.0,3.0,6.0,6.0,0.0,0.0,48.1,331.4,87.96,0.51,C#CCCC1(CCNC(=O)c2ccc(C3(OC)COC3)cc2)N=N1,C215,12.0,13.0
Z3433407882,,,C#CCCC1(CCNC(=O)c2cn(-c3cnn(C)c3)cn2)N=N1,0,1.0,7.0,1.30,8.0,3.0,7.0,10.0,0.0,0.0,46.24,311.35,89.46,0.51,C#CCCC1(CCNC(=O)c2cc(C)n3ncc(C(C)C)c3n2)N=N1,C296,5.0,10.0
Z3433407888,,,C#CCCC1(CCNC(=O)c2nc(C)sc2Cc2ccccc2)N=N1,0,1.0,5.0,3.74,6.0,3.0,8.0,11.0,0.0,0.0,54.88,352.46,66.71,0.59,C#CCCC1(CCNC(=O)c2ccc(Cc3ccccc3)[nH]2)N=N1,C112,5.0,1.0
Z3433407943,,,C#CCCC1(CCNC(=O)c2cnn(C3CCCOC3)c2C(F)(F)F)N=N1,0,1.0,6.0,2.95,10.0,3.0,7.0,5.0,0.0,0.0,52.03,383.37,80.87,0.46,C#CCCC1(CCNC(=O)c2cnc3n2C(C)CCC3)N=N1,C212,5.0,2.0
Z3433407949,,,C#CCCC1(CCNC(=O)C2CCCc3scnc32)N=N1,0,1.0,5.0,2.64,6.0,3.0,6.0,5.0,0.0,0.0,46.5,302.4,66.71,0.58,C#CCCC1(CCNC(=O)C2CCCc3cc(C#N)ccc32)N=N1,C147,3.0,4.0
Z3433407957,,,C#CCCC1(CCNC(=O)c2ccc(S(=O)(=O)C3CCC3)cc2)N=N1,0,1.0,5.0,2.71,7.0,3.0,8.0,6.0,0.0,0.0,54.29,359.45,87.96,0.54,C#CCCC1(CCNC(=O)c2ccc(C3(OC)COC3)cc2)N=N1,C215,12.0,4.0
Z3433407960,,,C#CCCC1(CCNC(=O)c2c(C)nn(C3CCCCO3)c2C)N=N1,0,1.0,6.0,2.89,7.0,3.0,7.0,5.0,0.0,0.0,55.45,343.43,80.87,0.59,C#CCCC1(CCNC(=O)c2c(C)nn(CC(F)F)c2C)N=N1,C024,5.0,4.0
Z3433407993,,,C#CCCC1(CCNC(=O)c2c(C)nn(C)c2-n2nc(C)nc2C)N=N1,0,1.0,8.0,1.62,9.0,3.0,7.0,10.0,0.0,0.0,54.19,354.42,102.35,0.56,C#CCCC1(CCNC(=O)c2c(C)nn(CC(F)F)c2C)N=N1,C024,5.0,10.0
Z3433408008,,,C#CCCC1(CCNC(=O)C2CCc3n[nH]c(=O)cc3C2)N=N1,0,2.0,5.0,0.96,7.0,3.0,6.0,6.0,0.0,0.0,47.93,313.36,99.57,0.57,C#CCCC1(CCNC(=O)C2CCc3nnn(C4CCCC4)c3C2)N=N1,C006,3.0,3.0
Z3433408013,,,C#CCCC1(CCNC(=O)c2cn(-c3ccc(NC(C)=O)cn3)cn2)N=N1,0,2.0,7.0,1.92,9.0,3.0,8.0,11.0,0.0,0.0,53.65,365.4,113.63,0.46,C#CCCC1(CCNC(=O)c2cnc(Oc3ccccc3)cn2)N=N1,C187,5.0,10.0
Z3433408014,,,C#CCCC1(CCNC(=O)CC2(n3cccc3)CCOCC2)N=N1,0,1.0,5.0,2.47,6.0,3.0,8.0,5.0,0.0,0.0,53.69,328.42,67.98,0.52,C#CCCC1(CCNC(=O)Cc2ccc(-n3cccc3)cc2)N=N1,C072,8.0,4.0
Z3433408019,,,C#CCCC1(CCNC(=O)c2cccc(C3(F)COC3)c2)N=N1,0,1.0,4.0,2.58,6.0,3.0,7.0,6.0,0.0,0.0,47.38,315.35,63.05,0.60,C#CCCC1(CCNC(=O)c2ccc(C3(OC)COC3)cc2)N=N1,C215,12.0,4.0
Z3433408052,,,C#CCCC1(CCNC(=O)C(O)c2cccc3c2OCC3)N=N1,0,2.0,5.0,1.74,6.0,3.0,7.0,6.0,0.0,0.0,48.3,313.36,83.28,0.51,C#CCCC1(CCNC(=O)C(O)c2cc(Cl)cc(Cl)c2)N=N1,C134,8.0,13.0
Z3433408065,,,C#CCCC1(CCNC(=O)c2nc3cc(OC)c(OC)cc3n(C)c2=O)N=N1,0,1.0,8.0,1.65,9.0,3.0,8.0,11.0,0.0,0.0,56.15,383.41,107.17,0.49,C#CCCC1(CCNC(=O)c2nccc3ccn(C)c23)N=N1,C078,5.0,10.0
Z3433408086,,,C#CCCC1(CCNC(=O)Cn2ncc(Br)n2)N=N1,0,1.0,6.0,1.12,8.0,2.0,7.0,5.0,0.0,0.0,38.48,325.17,84.53,0.52,C#CCCC1(CCNC(=O)Cn2nnnc2-c2ccsc2)N=N1,C173,8.0,3.0
